step,full_train_acc,val_accuracy,full_train_loss,val_loss,train_accuracy,train_loss,learning_rate,epoch
9,,,,,0.19132652878761292,4.789381504058838,0.0,0.0
10,0.0,0.0,3.1373775005340576,3.1383254528045654,,,,1.0
19,,,,,0.0,2.8998851776123047,0.0010000000474974513,1.0
20,2.0195577144622803,2.0191285610198975,2.505740165710449,2.5156655311584473,,,,2.0
29,,,,,1.8920068740844727,2.4487791061401367,0.0010000000474974513,2.0
30,2.062074899673462,2.0403826236724854,2.3598997592926025,2.374075412750244,,,,3.0
39,,,,,2.062074661254883,2.3500754833221436,0.0010000000474974513,3.0
40,2.062074899673462,2.0403826236724854,2.319772720336914,2.3347203731536865,,,,4.0
49,,,,,2.062074661254883,2.316547393798828,0.0010000000474974513,4.0
50,2.062074899673462,2.0403826236724854,2.296490430831909,2.3117241859436035,,,,5.0
59,,,,,2.4022109508514404,2.2927989959716797,0.0010000000474974513,5.0
60,3.401360511779785,2.7630178928375244,2.2684555053710938,2.284010171890259,,,,6.0
69,,,,,3.210033893585205,2.2679684162139893,0.0010000000474974513,6.0
70,3.5501699447631836,2.7205100059509277,2.249453067779541,2.267819881439209,,,,7.0
79,,,,,3.337584972381592,2.253739833831787,0.0010000000474974513,7.0
80,3.613945484161377,2.529224157333374,2.2436063289642334,2.2682220935821533,,,,8.0
89,,,,,3.316326379776001,2.247312068939209,0.0010000000474974513,8.0
90,3.698979616165161,2.656748056411743,2.237062692642212,2.267082691192627,,,,9.0
99,,,,,3.443877696990967,2.2419092655181885,0.0010000000474974513,9.0
100,4.102890968322754,2.69925594329834,2.230633497238159,2.269512891769409,,,,10.0
109,,,,,4.039115905761719,2.23626446723938,0.0010000000474974513,10.0
110,4.187924861907959,2.7417640686035156,2.2230849266052246,2.274223566055298,,,,11.0
119,,,,,4.251700401306152,2.2271664142608643,0.0010000000474974513,11.0
120,4.443027019500732,2.678002119064331,2.2094686031341553,2.2891173362731934,,,,12.0
129,,,,,4.251700401306152,2.211836814880371,0.0010000000474974513,12.0
130,4.846938610076904,2.529224157333374,2.192336082458496,2.3157432079315186,,,,13.0
139,,,,,4.825680255889893,2.197173595428467,0.0010000000474974513,13.0
140,5.165816307067871,2.4867162704467773,2.1725196838378906,2.341066360473633,,,,14.0
149,,,,,4.846938610076904,2.176693916320801,0.0010000000474974513,14.0
150,5.9098639488220215,2.4867162704467773,2.1536922454833984,2.3578197956085205,,,,15.0
159,,,,,6.271258354187012,2.15517520904541,0.0010000000474974513,15.0
160,7.334183692932129,2.529224157333374,2.118149995803833,2.3796517848968506,,,,16.0
169,,,,,6.823979377746582,2.1240670680999756,0.0010000000474974513,16.0
170,8.078230857849121,2.6354939937591553,2.0856049060821533,2.4149973392486572,,,,17.0
179,,,,,8.184523582458496,2.0900535583496094,0.0010000000474974513,17.0
180,9.842686653137207,2.4867162704467773,2.054511308670044,2.422285556793213,,,,18.0
189,,,,,9.651359558105469,2.0559043884277344,0.0010000000474974513,18.0
190,11.330781936645508,2.6354939937591553,2.0204832553863525,2.4359962940216064,,,,19.0
199,,,,,11.245747566223145,2.02333927154541,0.0010000000474974513,19.0
200,14.413265228271484,2.5929861068725586,1.9744102954864502,2.4428796768188477,,,,20.0
209,,,,,13.520408630371094,1.978114366531372,0.0010000000474974513,20.0
210,15.646258354187012,2.826779842376709,1.933084487915039,2.459941864013672,,,,21.0
219,,,,,15.433673858642578,1.9341620206832886,0.0010000000474974513,21.0
220,18.1760196685791,2.826779842376709,1.8857461214065552,2.473055601119995,,,,22.0
229,,,,,17.21938705444336,1.8917427062988281,0.0010000000474974513,22.0
230,20.89710807800293,2.996811866760254,1.8355860710144043,2.4766671657562256,,,,23.0
239,,,,,20.514453887939453,1.8379606008529663,0.0010000000474974513,23.0
240,23.12925148010254,3.124335765838623,1.7839984893798828,2.489243507385254,,,,24.0
249,,,,,23.767005920410156,1.7846735715866089,0.0010000000474974513,24.0
250,28.46513557434082,3.591923475265503,1.7128052711486816,2.474184513092041,,,,25.0
259,,,,,27.529762268066406,1.7132614850997925,0.0010000000474974513,25.0
260,29.868196487426758,3.7832093238830566,1.656712293624878,2.471188545227051,,,,26.0
269,,,,,30.718536376953125,1.6494086980819702,0.0010000000474974513,26.0
270,34.2474479675293,3.9319870471954346,1.5739459991455078,2.4684431552886963,,,,27.0
279,,,,,34.204933166503906,1.5688104629516602,0.0010000000474974513,27.0
280,37.861392974853516,4.80340051651001,1.5015753507614136,2.458977460861206,,,,28.0
289,,,,,39.22193908691406,1.4905716180801392,0.0010000000474974513,28.0
290,43.75,5.547289848327637,1.3990041017532349,2.4538166522979736,,,,29.0
299,,,,,43.19728088378906,1.399466633796692,0.0010000000474974513,29.0
300,46.96003341674805,6.20616340637207,1.307036280632019,2.4461324214935303,,,,30.0
309,,,,,46.407310485839844,1.3109617233276367,0.0010000000474974513,30.0
310,50.68027114868164,7.013814926147461,1.2302732467651367,2.4360337257385254,,,,31.0
319,,,,,51.50935363769531,1.2167508602142334,0.0010000000474974513,31.0
320,56.33503341674805,8.947927474975586,1.119176983833313,2.4087798595428467,,,,32.0
329,,,,,56.61139678955078,1.1150031089782715,0.0010000000474974513,32.0
330,61.86224365234375,10.393198013305664,1.0121809244155884,2.3748159408569336,,,,33.0
339,,,,,60.0977897644043,1.0253033638000488,0.0010000000474974513,33.0
340,66.53911590576172,13.071200370788574,0.9096285104751587,2.3473737239837646,,,,34.0
349,,,,,64.51956176757812,0.9293954968452454,0.0010000000474974513,34.0
350,68.83502960205078,14.856534957885742,0.8301624655723572,2.3280279636383057,,,,35.0
359,,,,,68.68622589111328,0.8350302577018738,0.0010000000474974513,35.0
360,73.36309051513672,16.19553565979004,0.7492902874946594,2.297788143157959,,,,36.0
369,,,,,72.44898223876953,0.7457201480865479,0.0010000000474974513,36.0
370,77.82737731933594,19.27736473083496,0.6521444320678711,2.2639307975769043,,,,37.0
379,,,,,76.42431640625,0.6626575589179993,0.0010000000474974513,37.0
380,81.39881134033203,21.827842712402344,0.5683085918426514,2.2365827560424805,,,,38.0
389,,,,,80.35714721679688,0.5783047676086426,0.0010000000474974513,38.0
390,85.14030456542969,24.208288192749023,0.5005246996879578,2.210604190826416,,,,39.0
399,,,,,84.31121826171875,0.5069217085838318,0.0010000000474974513,39.0
400,88.30782318115234,26.26992416381836,0.4359734356403351,2.1909351348876953,,,,40.0
409,,,,,87.41496276855469,0.44229358434677124,0.0010000000474974513,40.0
410,90.64625549316406,28.905418395996094,0.3735254406929016,2.161803960800171,,,,41.0
419,,,,,90.11479187011719,0.3773961365222931,0.0010000000474974513,41.0
420,93.53741455078125,31.03081703186035,0.31719323992729187,2.147019147872925,,,,42.0
429,,,,,92.53826904296875,0.3267836272716522,0.0010000000474974513,42.0
430,96.00340270996094,34.47396469116211,0.26027798652648926,2.1161048412323,,,,43.0
