step,full_train_acc,val_accuracy,full_train_loss,val_loss,train_accuracy,train_loss,learning_rate,epoch
3,,,,,0.0,5.648296356201172,0.0,0.0
4,0.0,0.0,4.488461971282959,4.489074230194092,,,,1.0
7,,,,,0.0,4.335816383361816,0.00039999998989515007,1.0
8,0.0,0.0,3.272834300994873,3.2780375480651855,,,,2.0
11,,,,,0.0,3.262019157409668,0.0007999999797903001,2.0
12,0.0,0.0,2.9553141593933105,2.9650719165802,,,,3.0
15,,,,,0.0,2.9349722862243652,0.0010000000474974513,3.0
16,0.0,0.0,2.728592872619629,2.7438085079193115,,,,4.0
19,,,,,0.0,2.703826427459717,0.0010000000474974513,4.0
20,0.0,0.0,2.5010180473327637,2.5227012634277344,,,,5.0
23,,,,,0.0,2.496413230895996,0.0010000000474974513,5.0
24,0.4296455383300781,0.5906040668487549,2.4152071475982666,2.440608024597168,,,,6.0
27,,,,,0.6444683074951172,2.4135427474975586,0.0010000000474974513,6.0
28,1.5574650764465332,0.8590604066848755,2.3774075508117676,2.404125452041626,,,,7.0
31,,,,,1.6648764610290527,2.376546859741211,0.0010000000474974513,7.0
32,1.5574650764465332,0.9127516746520996,2.35155987739563,2.37924861907959,,,,8.0
35,,,,,1.5574650764465332,2.351529598236084,0.0010000000474974513,8.0
36,1.4500536918640137,0.8187919855117798,2.3344852924346924,2.361931085586548,,,,9.0
39,,,,,1.3426423072814941,2.3358237743377686,0.0010000000474974513,9.0
40,1.8259936571121216,0.926174521446228,2.3227624893188477,2.348743438720703,,,,10.0
43,,,,,1.5037593841552734,2.3239879608154297,0.0010000000474974513,10.0
44,1.8796993494033813,0.899328887462616,2.3146109580993652,2.3402059078216553,,,,11.0
47,,,,,1.5574650764465332,2.3159852027893066,0.0010000000474974513,11.0
48,1.7185821533203125,0.926174521446228,2.308835983276367,2.334364414215088,,,,12.0
51,,,,,1.5037593841552734,2.31001877784729,0.0010000000474974513,12.0
52,1.611170768737793,0.9127516746520996,2.304351806640625,2.331498622894287,,,,13.0
55,,,,,1.2352309226989746,2.3058276176452637,0.0010000000474974513,13.0
56,1.8259936571121216,0.8053691387176514,2.3007395267486572,2.328223466873169,,,,14.0
59,,,,,1.4500536918640137,2.302122116088867,0.0010000000474974513,14.0
60,1.7722879648208618,0.8187919855117798,2.297333240509033,2.326658010482788,,,,15.0
63,,,,,1.5574650764465332,2.2992756366729736,0.0010000000474974513,15.0
64,1.6648764610290527,0.8456376194953918,2.293924331665039,2.3252675533294678,,,,16.0
67,,,,,1.611170768737793,2.2950241565704346,0.0010000000474974513,16.0
68,1.5574650764465332,0.9395973086357117,2.2899866104125977,2.321091651916504,,,,17.0
71,,,,,1.5574650764465332,2.29146146774292,0.0010000000474974513,17.0
72,1.7722879648208618,0.8724832534790039,2.2853424549102783,2.3183679580688477,,,,18.0
75,,,,,1.7185821533203125,2.2866933345794678,0.0010000000474974513,18.0
76,1.7722879648208618,0.8187919855117798,2.2802042961120605,2.3159704208374023,,,,19.0
79,,,,,1.7185821533203125,2.2819151878356934,0.0010000000474974513,19.0
80,2.2019333839416504,1.073825478553772,2.2739715576171875,2.313286542892456,,,,20.0
83,,,,,2.040816307067871,2.275053024291992,0.0010000000474974513,20.0
84,1.6648764610290527,0.7248322367668152,2.266307830810547,2.3118278980255127,,,,21.0
87,,,,,2.3630504608154297,2.267615795135498,0.0010000000474974513,21.0
88,3.0612244606018066,1.798657774925232,2.2563421726226807,2.3083932399749756,,,,22.0
91,,,,,2.953813076019287,2.259244441986084,0.0010000000474974513,22.0
92,3.222341537475586,1.6912752389907837,2.2459630966186523,2.3059420585632324,,,,23.0
95,,,,,3.3297529220581055,2.247986078262329,0.0010000000474974513,23.0
96,3.651987314224243,1.718120813369751,2.232409715652466,2.30993390083313,,,,24.0
99,,,,,3.705692768096924,2.235546112060547,0.0010000000474974513,24.0
100,3.8668100833892822,1.6644295454025269,2.2150440216064453,2.3177762031555176,,,,25.0
103,,,,,3.8131041526794434,2.217663288116455,0.0010000000474974513,25.0
104,5.1557464599609375,1.6107382774353027,2.1925137042999268,2.3450615406036377,,,,26.0
107,,,,,4.833512306213379,2.196561813354492,0.0010000000474974513,26.0
108,5.639097690582275,1.5973154306411743,2.1591622829437256,2.357896327972412,,,,27.0
111,,,,,5.424274921417236,2.165290117263794,0.0010000000474974513,27.0
112,6.713211536407471,1.516778588294983,2.1305367946624756,2.383190631866455,,,,28.0
115,,,,,6.659505844116211,2.1328752040863037,0.0010000000474974513,28.0
116,8.055853843688965,1.4496644735336304,2.092410087585449,2.4155683517456055,,,,29.0
119,,,,,7.250268936157227,2.1024537086486816,0.0010000000474974513,29.0
120,8.592910766601562,1.3422819375991821,2.062866687774658,2.431887149810791,,,,30.0
123,,,,,8.431794166564941,2.0677671432495117,0.0010000000474974513,30.0
124,10.687433242797852,1.2214765548706055,2.023676633834839,2.4475996494293213,,,,31.0
127,,,,,10.257787704467773,2.029756784439087,0.0010000000474974513,31.0
128,12.191192626953125,1.2483221292495728,1.9906965494155884,2.456878185272217,,,,32.0
131,,,,,11.868958473205566,1.994947075843811,0.0010000000474974513,32.0
132,14.393126487731934,1.2483221292495728,1.9531936645507812,2.481588125228882,,,,33.0
135,,,,,14.178302764892578,1.957909107208252,0.0010000000474974513,33.0
136,15.35982894897461,1.2214765548706055,1.9167160987854004,2.4917185306549072,,,,34.0
139,,,,,14.393125534057617,1.9225969314575195,0.0010000000474974513,34.0
140,18.313642501831055,1.1946308612823486,1.8753635883331299,2.5057058334350586,,,,35.0
143,,,,,18.6895809173584,1.8839577436447144,0.0010000000474974513,35.0
144,19.011816024780273,1.1409395933151245,1.8426249027252197,2.534052848815918,,,,36.0
147,,,,,19.119224548339844,1.8429913520812988,0.0010000000474974513,36.0
148,21.80451202392578,1.1946308612823486,1.8037612438201904,2.5431408882141113,,,,37.0
151,,,,,21.697099685668945,1.8042984008789062,0.0010000000474974513,37.0
152,23.791622161865234,1.1409395933151245,1.765006422996521,2.5535943508148193,,,,38.0
155,,,,,22.98603630065918,1.7662018537521362,0.0010000000474974513,38.0
156,27.658432006835938,1.1677852869033813,1.7162303924560547,2.5728585720062256,,,,39.0
159,,,,,26.423202514648438,1.726076602935791,0.0010000000474974513,39.0
160,29.752954483032227,1.154362440109253,1.6744256019592285,2.5976204872131348,,,,40.0
163,,,,,29.32330894470215,1.6806511878967285,0.0010000000474974513,40.0
164,32.33082962036133,1.208053708076477,1.6281335353851318,2.6049866676330566,,,,41.0
167,,,,,31.686359405517578,1.6359479427337646,0.0010000000474974513,41.0
168,35.98281478881836,1.1140940189361572,1.5822824239730835,2.6310362815856934,,,,42.0
171,,,,,35.33834457397461,1.5895272493362427,0.0010000000474974513,42.0
172,38.93662643432617,1.208053708076477,1.5409601926803589,2.633652687072754,,,,43.0
175,,,,,38.18474578857422,1.5454661846160889,0.0010000000474974513,43.0
176,43.28678894042969,1.1946308612823486,1.4889817237854004,2.652653217315674,,,,44.0
179,,,,,40.06444549560547,1.498600721359253,0.0010000000474974513,44.0
180,44.03866958618164,1.1677852869033813,1.4513585567474365,2.683457136154175,,,,45.0
183,,,,,42.803436279296875,1.4550797939300537,0.0010000000474974513,45.0
184,48.28141784667969,1.208053708076477,1.3936606645584106,2.6873905658721924,,,,46.0
187,,,,,46.61654281616211,1.4074705839157104,0.0010000000474974513,46.0
188,51.87969970703125,1.1677852869033813,1.346472144126892,2.7187509536743164,,,,47.0
191,,,,,51.61117172241211,1.351773738861084,0.0010000000474974513,47.0
192,53.6519889831543,1.2348994016647339,1.2934869527816772,2.7248098850250244,,,,48.0
195,,,,,52.470462799072266,1.3030610084533691,0.0010000000474974513,48.0
196,58.21697235107422,1.288590669631958,1.2465578317642212,2.7593560218811035,,,,49.0
199,,,,,57.142860412597656,1.2518284320831299,0.0010000000474974513,49.0
200,61.2781982421875,1.2214765548706055,1.1957241296768188,2.760981559753418,,,,50.0
203,,,,,59.50591278076172,1.2052114009857178,0.0010000000474974513,50.0
204,63.6412467956543,1.2617449760437012,1.1523737907409668,2.7830135822296143,,,,51.0
207,,,,,63.15789794921875,1.161360502243042,0.0010000000474974513,51.0
208,67.99140930175781,1.2483221292495728,1.0909310579299927,2.80116868019104,,,,52.0
211,,,,,66.54135131835938,1.10239839553833,0.0010000000474974513,52.0
212,69.49517059326172,1.3020133972167969,1.0444560050964355,2.8253021240234375,,,,53.0
215,,,,,68.63587951660156,1.057070016860962,0.0010000000474974513,53.0
216,72.23416137695312,1.2617449760437012,0.9960972666740417,2.843187093734741,,,,54.0
219,,,,,71.37487030029297,1.0051243305206299,0.0010000000474974513,54.0
220,75.40279388427734,1.2483221292495728,0.9480683207511902,2.8615293502807617,,,,55.0
223,,,,,73.7379150390625,0.9586825966835022,0.0010000000474974513,55.0
224,79.0010757446289,1.3020133972167969,0.8961479067802429,2.8839359283447266,,,,56.0
227,,,,,76.42320251464844,0.9106065034866333,0.0010000000474974513,56.0
228,81.95488739013672,1.2483221292495728,0.845400333404541,2.9024295806884766,,,,57.0
231,,,,,80.34371948242188,0.8625708222389221,0.0010000000474974513,57.0
232,82.65306091308594,1.2751678228378296,0.8076289892196655,2.927429437637329,,,,58.0
235,,,,,81.3104248046875,0.8168293237686157,0.0010000000474974513,58.0
236,85.06981658935547,1.288590669631958,0.7616627812385559,2.9433248043060303,,,,59.0
239,,,,,84.64016723632812,0.7656220197677612,0.0010000000474974513,59.0
240,88.18475341796875,1.3422819375991821,0.7099951505661011,2.966977596282959,,,,60.0
243,,,,,87.00321960449219,0.7218641042709351,0.0010000000474974513,60.0
244,90.2792739868164,1.3154362440109253,0.6665321588516235,2.9879064559936523,,,,61.0
247,,,,,89.47367858886719,0.6791764497756958,0.0010000000474974513,61.0
248,91.19226837158203,1.2751678228378296,0.6277334690093994,3.010270595550537,,,,62.0
251,,,,,89.95703125,0.6446563601493835,0.0010000000474974513,62.0
252,92.80343627929688,1.2617449760437012,0.590857982635498,3.037100315093994,,,,63.0
255,,,,,92.21267700195312,0.6026828289031982,0.0010000000474974513,63.0
256,93.12567138671875,1.2617449760437012,0.5563786029815674,3.048098087310791,,,,64.0
259,,,,,93.12567138671875,0.5575542449951172,0.0010000000474974513,64.0
260,95.70354461669922,1.3020133972167969,0.506791889667511,3.072319269180298,,,,65.0
263,,,,,95.32760620117188,0.5195764899253845,0.0010000000474974513,65.0
264,95.86466217041016,1.2617449760437012,0.475504994392395,3.089841842651367,,,,66.0
267,,,,,95.75724792480469,0.4838631749153137,0.0010000000474974513,66.0
268,97.2610092163086,1.288590669631958,0.440673291683197,3.108712673187256,,,,67.0
271,,,,,96.77766418457031,0.4489862620830536,0.0010000000474974513,67.0
272,98.06659698486328,1.3288590908050537,0.4094920754432678,3.1340551376342773,,,,68.0
275,,,,,97.475830078125,0.41897112131118774,0.0010000000474974513,68.0
276,98.33512878417969,1.3288590908050537,0.3848474323749542,3.153477668762207,,,,69.0
279,,,,,97.85177612304688,0.39479637145996094,0.0010000000474974513,69.0
280,98.44253540039062,1.3422819375991821,0.37174493074417114,3.175218343734741,,,,70.0
283,,,,,98.38883209228516,0.3697001338005066,0.0010000000474974513,70.0
284,99.14070892333984,1.2483221292495728,0.3271399438381195,3.1984002590179443,,,,71.0
287,,,,,98.7647705078125,0.33156508207321167,0.0010000000474974513,71.0
288,99.51665496826172,1.3020133972167969,0.29029762744903564,3.2150769233703613,,,,72.0
291,,,,,99.46293640136719,0.30016255378723145,0.0010000000474974513,72.0
292,99.46294403076172,1.2751678228378296,0.26812151074409485,3.224132776260376,,,,73.0
295,,,,,99.51664733886719,0.2785549759864807,0.0010000000474974513,73.0
296,99.7851791381836,1.3020133972167969,0.25174248218536377,3.2453367710113525,,,,74.0
299,,,,,99.73147583007812,0.25672245025634766,0.0010000000474974513,74.0
300,99.7851791381836,1.3288590908050537,0.23443277180194855,3.2644948959350586,,,,75.0
303,,,,,99.78517150878906,0.23448750376701355,0.0010000000474974513,75.0
304,99.89259338378906,1.2483221292495728,0.21379798650741577,3.2811691761016846,,,,76.0
307,,,,,99.83888244628906,0.2133115530014038,0.0010000000474974513,76.0
308,99.94629669189453,1.3422819375991821,0.19797831773757935,3.30365252494812,,,,77.0
311,,,,,99.83888244628906,0.2051505744457245,0.0010000000474974513,77.0
312,100.0,1.2751678228378296,0.1848803162574768,3.3193907737731934,,,,78.0
315,,,,,99.94629669189453,0.18634261190891266,0.0010000000474974513,78.0
316,99.89259338378906,1.3154362440109253,0.17180834710597992,3.3324809074401855,,,,79.0
319,,,,,99.89259338378906,0.16945891082286835,0.0010000000474974513,79.0
320,99.94629669189453,1.355704665184021,0.15464147925376892,3.344998359680176,,,,80.0
323,,,,,99.89258575439453,0.15670683979988098,0.0010000000474974513,80.0
324,100.0,1.3020133972167969,0.1429181545972824,3.3575782775878906,,,,81.0
327,,,,,100.0,0.14617472887039185,0.0010000000474974513,81.0
328,100.0,1.2617449760437012,0.13177107274532318,3.3717825412750244,,,,82.0
331,,,,,99.9462890625,0.13423314690589905,0.0010000000474974513,82.0
332,100.0,1.288590669631958,0.12458454817533493,3.3870413303375244,,,,83.0
335,,,,,100.0,0.12421970069408417,0.0010000000474974513,83.0
336,100.0,1.2751678228378296,0.11026626080274582,3.3930695056915283,,,,84.0
339,,,,,100.0,0.11593985557556152,0.0010000000474974513,84.0
340,100.0,1.3020133972167969,0.10595159232616425,3.4077465534210205,,,,85.0
343,,,,,100.0,0.10827682912349701,0.0010000000474974513,85.0
344,100.0,1.3154362440109253,0.0985858142375946,3.412383556365967,,,,86.0
347,,,,,100.0,0.09997803717851639,0.0010000000474974513,86.0
348,100.0,1.3020133972167969,0.09197663515806198,3.4207355976104736,,,,87.0
351,,,,,100.0,0.09365089237689972,0.0010000000474974513,87.0
352,100.0,1.2483221292495728,0.08440171927213669,3.4345314502716064,,,,88.0
355,,,,,100.0,0.08579936623573303,0.0010000000474974513,88.0
356,100.0,1.2617449760437012,0.07879269868135452,3.443143606185913,,,,89.0
359,,,,,100.0,0.08008734881877899,0.0010000000474974513,89.0
360,100.0,1.288590669631958,0.0719512477517128,3.4541208744049072,,,,90.0
363,,,,,100.0,0.07504178583621979,0.0010000000474974513,90.0
364,100.0,1.288590669631958,0.0691264346241951,3.457279682159424,,,,91.0
367,,,,,100.0,0.0713321715593338,0.0010000000474974513,91.0
368,100.0,1.3154362440109253,0.0657065361738205,3.46470308303833,,,,92.0
371,,,,,100.0,0.06708445399999619,0.0010000000474974513,92.0
372,100.0,1.3288590908050537,0.06527132540941238,3.469491720199585,,,,93.0
375,,,,,100.0,0.06466652452945709,0.0010000000474974513,93.0
376,100.0,1.288590669631958,0.060307011008262634,3.4802935123443604,,,,94.0
379,,,,,100.0,0.06064070761203766,0.0010000000474974513,94.0
380,100.0,1.288590669631958,0.05721864476799965,3.4902307987213135,,,,95.0
383,,,,,100.0,0.05909956991672516,0.0010000000474974513,95.0
384,100.0,1.3020133972167969,0.05362289398908615,3.497871160507202,,,,96.0
387,,,,,100.0,0.05482202395796776,0.0010000000474974513,96.0
388,100.0,1.2617449760437012,0.050135839730501175,3.503821611404419,,,,97.0
391,,,,,100.0,0.051207080483436584,0.0010000000474974513,97.0
392,100.0,1.2617449760437012,0.04848027229309082,3.509716749191284,,,,98.0
395,,,,,100.0,0.04903605207800865,0.0010000000474974513,98.0
396,100.0,1.3154362440109253,0.04532185569405556,3.515029191970825,,,,99.0
399,,,,,100.0,0.047786276787519455,0.0010000000474974513,99.0
400,100.0,1.3691275119781494,0.04691023379564285,3.5133702754974365,,,,100.0
403,,,,,100.0,0.046304576098918915,0.0010000000474974513,100.0
407,,,,,100.0,0.04427284747362137,0.0010000000474974513,101.0
408,100.0,1.3020133972167969,0.040257908403873444,3.5265848636627197,,,,102.0
411,,,,,100.0,0.04109145700931549,0.0010000000474974513,102.0
415,,,,,100.0,0.03880702704191208,0.0010000000474974513,103.0
416,100.0,1.3288590908050537,0.035907942801713943,3.5363895893096924,,,,104.0
419,,,,,100.0,0.037591367959976196,0.0010000000474974513,104.0
423,,,,,100.0,0.035694144666194916,0.0010000000474974513,105.0
424,100.0,1.355704665184021,0.033011823892593384,3.5488195419311523,,,,106.0
427,,,,,100.0,0.033965304493904114,0.0010000000474974513,106.0
431,,,,,100.0,0.03250516951084137,0.0010000000474974513,107.0
432,100.0,1.288590669631958,0.030057892203330994,3.54726243019104,,,,108.0
435,,,,,100.0,0.0306538213044405,0.0010000000474974513,108.0
439,,,,,100.0,0.030523108318448067,0.0010000000474974513,109.0
440,100.0,1.3422819375991821,0.02798295021057129,3.5595340728759766,,,,110.0
443,,,,,100.0,0.02921152301132679,0.0010000000474974513,110.0
447,,,,,100.0,0.027607407420873642,0.0010000000474974513,111.0
448,100.0,1.3691275119781494,0.0252692848443985,3.573990821838379,,,,112.0
451,,,,,100.0,0.02712240442633629,0.0010000000474974513,112.0
455,,,,,100.0,0.026202326640486717,0.0010000000474974513,113.0
456,100.0,1.2751678228378296,0.024378687143325806,3.5703444480895996,,,,114.0
459,,,,,100.0,0.02542020007967949,0.0010000000474974513,114.0
463,,,,,100.0,0.024120274931192398,0.0010000000474974513,115.0
464,100.0,1.3020133972167969,0.022413471713662148,3.585827350616455,,,,116.0
467,,,,,100.0,0.02310781180858612,0.0010000000474974513,116.0
471,,,,,100.0,0.022214800119400024,0.0010000000474974513,117.0
472,100.0,1.3154362440109253,0.020212315022945404,3.588757038116455,,,,118.0
475,,,,,100.0,0.02147294580936432,0.0010000000474974513,118.0
479,,,,,100.0,0.020310938358306885,0.0010000000474974513,119.0
480,100.0,1.3154362440109253,0.018900424242019653,3.5966060161590576,,,,120.0
483,,,,,100.0,0.019237546250224113,0.0010000000474974513,120.0
487,,,,,100.0,0.018454894423484802,0.0010000000474974513,121.0
488,100.0,1.4093960523605347,0.017520608380436897,3.6093180179595947,,,,122.0
491,,,,,100.0,0.018339289352297783,0.0010000000474974513,122.0
495,,,,,100.0,0.017851967364549637,0.0010000000474974513,123.0
496,100.0,1.3288590908050537,0.016435543075203896,3.621290445327759,,,,124.0
499,,,,,100.0,0.017604347318410873,0.0010000000474974513,124.0
503,,,,,100.0,0.018418502062559128,0.0010000000474974513,125.0
504,100.0,1.3422819375991821,0.016490111127495766,3.623605489730835,,,,126.0
507,,,,,100.0,0.017578229308128357,0.0010000000474974513,126.0
511,,,,,100.0,0.01579819619655609,0.0010000000474974513,127.0
512,100.0,1.3154362440109253,0.014322496019303799,3.6321303844451904,,,,128.0
515,,,,,100.0,0.015349745750427246,0.0010000000474974513,128.0
